empirical_peak_idx,theoretical_peak_idx,flow,25C_15N,25C_1H,30C_15N,30C_1H
1133,1043,0.0003320770338177681,125.914,7.25236,125.846,7.27193
1133,1044,0.00010451814159750938,125.914,7.25236,125.846,7.29149
1141,1044,0.00026913033798336983,125.981,7.25236,125.846,7.29149
1091,1019,0.0002820446155965328,125.374,8.58299,125.441,8.62212
1091,1022,0.0001205049455165863,125.374,8.58299,125.509,8.62212
1094,1022,0.0004080860875546932,125.441,8.58299,125.509,8.62212
1094,1026,0.0002452402375638485,125.441,8.58299,125.576,8.62212
1095,1023,0.00030211536213755604,125.441,8.60256,125.509,8.64169
1095,1027,2.1506007760763166e-05,125.441,8.60256,125.576,8.64169
1099,1026,0.0005700535140931606,125.509,8.58299,125.576,8.62212
1099,1030,0.000353678036481142,125.509,8.58299,125.644,8.62212
1100,1027,0.0004712062887847423,125.509,8.60256,125.576,8.64169
1104,1034,0.00011798255145549773,125.576,8.56342,125.711,8.60256
1105,1030,0.0007492315024137497,125.576,8.58299,125.644,8.62212
1105,1035,0.00042516784742474556,125.576,8.58299,125.711,8.62212
1106,1027,9.583309292793274e-07,125.576,8.60256,125.576,8.64169
1106,1031,0.0006085887551307678,125.576,8.60256,125.644,8.64169
1110,1034,0.00014066509902477264,125.644,8.56342,125.711,8.60256
1110,1040,0.000228248443454504,125.644,8.56342,125.779,8.60256
1111,1035,0.0009209753014147281,125.644,8.58299,125.711,8.62212
1111,1041,0.0004428237676620483,125.644,8.58299,125.779,8.62212
1112,1031,7.819058373570442e-05,125.644,8.60256,125.644,8.64169
1112,1036,0.00063794469460845,125.644,8.60256,125.711,8.64169
1115,1040,5.903653800487518e-05,125.711,8.56342,125.779,8.60256
1115,1047,0.00029408494010567664,125.711,8.56342,125.846,8.60256
1115,1052,4.048934206366539e-05,125.711,8.56342,125.914,8.60256
1116,1041,0.0010602163150906562,125.711,8.58299,125.779,8.62212
1116,1048,0.00039786575362086294,125.711,8.58299,125.846,8.62212
1117,1036,0.0002138514071702957,125.711,8.60256,125.711,8.64169
1117,1042,0.000558900274336338,125.711,8.60256,125.779,8.64169
1122,1052,0.00023714471608400343,125.779,8.56342,125.914,8.60256
1122,1057,0.00015162918716669083,125.779,8.56342,125.981,8.60256
1123,1048,0.0011468826793134212,125.779,8.58299,125.846,8.62212
1123,1053,0.00029377592727541924,125.779,8.58299,125.914,8.62212
1124,1042,0.00040099974721670146,125.779,8.60256,125.779,8.64169
1124,1049,0.00036859111860394474,125.779,8.60256,125.846,8.64169
1129,1057,8.859531953930855e-05,125.846,8.56342,125.981,8.60256
1129,1083,0.000266773346811533,125.846,8.56342,126.251,8.54385
1130,1053,0.0011692523024976252,125.846,8.58299,125.914,8.62212
1130,1058,0.00014604348689317703,125.846,8.58299,125.981,8.62212
1131,1049,0.0006231534294784069,125.846,8.60256,125.846,8.64169
1131,1054,8.472288027405739e-05,125.846,8.60256,125.914,8.64169
1136,1092,0.0002992604859173298,125.914,8.56342,126.319,8.54385
1137,1058,0.0010094929486513138,125.914,8.58299,125.981,8.62212
1137,1064,9.514885023236274e-05,125.914,8.58299,126.049,8.62212
1138,1054,0.00048122517764568327,125.914,8.60256,125.914,8.64169
1138,1058,0.00011834381148219108,125.914,8.60256,125.981,8.62212
1144,1092,1.218784600496292e-05,125.981,8.56342,126.319,8.54385
1144,1101,0.00021830415353178977,125.981,8.56342,126.386,8.54385
1145,1064,0.0004513638094067573,125.981,8.58299,126.049,8.62212
1145,1070,0.0003943218849599361,125.981,8.58299,126.11599999999999,8.62212
1146,1064,0.00046398416161537166,125.981,8.60256,126.049,8.62212
1152,1076,0.0004398786462843418,126.049,8.58299,126.184,8.62212
1152,1092,0.0001397539861500263,126.049,8.58299,126.319,8.54385
1153,1070,0.00032320423051714894,126.049,8.60256,126.11599999999999,8.62212
1159,1101,0.0003443146124482155,126.11599999999999,8.58299,126.386,8.54385
1166,1082,0.0004127545282244682,126.184,8.48515,126.251,8.52428
1173,1082,2.6702508330345152e-05,126.251,8.48515,126.251,8.52428
1173,1091,0.0006167194806039333,126.251,8.48515,126.319,8.52428
1182,1091,7.21885822713375e-05,126.319,8.48515,126.319,8.52428
1182,1100,0.0008101047948002814,126.319,8.48515,126.386,8.52428
1192,1100,0.00013362569734454155,126.386,8.48515,126.386,8.52428
1192,1110,0.0009590540081262588,126.386,8.48515,126.453,8.52428
1193,1101,7.899915799498558e-05,126.386,8.50472,126.386,8.54385
1193,1111,0.00020578382536768912,126.386,8.50472,126.453,8.54385
1201,1109,0.00023871855810284612,126.453,8.46558,126.453,8.50472
1202,1110,0.0002057896926999092,126.453,8.48515,126.453,8.52428
1202,1118,0.001032573077827692,126.453,8.48515,126.52100000000002,8.52428
1203,1111,0.00032736612483859063,126.453,8.50472,126.453,8.54385
1209,1117,0.00026717567816376687,126.52100000000002,8.46558,126.52100000000002,8.50472
1210,1118,0.00028240783140063284,126.52100000000002,8.48515,126.52100000000002,8.52428
1210,1126,0.0010111824609339236,126.52100000000002,8.48515,126.588,8.52428
1211,1119,0.0003449625335633755,126.52100000000002,8.50472,126.52100000000002,8.54385
1217,1125,0.00027955099940299986,126.588,8.46558,126.588,8.50472
1218,1126,0.000355501938611269,126.588,8.48515,126.588,8.52428
1218,1134,0.0008937813341617583,126.588,8.48515,126.656,8.52428
1219,1127,0.0003344485536217689,126.588,8.50472,126.588,8.54385
1225,1133,0.0002757227048277855,126.656,8.46558,126.656,8.50472
1226,1134,0.00041805356740951536,126.656,8.48515,126.656,8.52428
1226,1142,0.0006979602389037609,126.656,8.48515,126.723,8.52428
1227,1135,0.00029861507937312126,126.656,8.50472,126.656,8.54385
1233,1141,0.0002575990743935108,126.723,8.46558,126.723,8.50472
1234,1142,0.0002852766774594784,126.723,8.48515,126.723,8.52428
1234,1147,0.000632940698415041,126.723,8.48515,126.791,8.52428
1235,1142,0.00017778743058443068,126.723,8.50472,126.723,8.52428
1235,1143,6.686914712190628e-05,126.723,8.50472,126.723,8.54385
1240,1147,0.0003080564551055431,126.791,8.48515,126.791,8.52428
1240,1152,0.0003832136280834675,126.791,8.48515,126.858,8.52428
1245,1152,0.00030482886359095573,126.858,8.48515,126.858,8.52428
1245,1157,0.00016380446031689642,126.858,8.48515,126.926,8.52428
1248,1157,0.0002749806270003319,126.926,8.48515,126.926,8.52428
1121,1039,0.0003340998664498329,125.779,7.81983,125.779,7.8394
1121,1046,7.312316447496414e-05,125.779,7.81983,125.846,7.85897
1127,1045,0.00018212143331766128,125.846,7.80026,125.846,7.8394
1128,1045,0.00031781885772943493,125.846,7.81983,125.846,7.8394
1128,1046,0.0002970471046864986,125.846,7.81983,125.846,7.85897
1134,1050,0.00035559525713324547,125.914,7.80026,125.914,7.8394
1135,1050,0.0003091740421950817,125.914,7.81983,125.914,7.8394
1135,1051,0.0005108722485601902,125.914,7.81983,125.914,7.85897
1142,1055,0.0004436192102730274,125.981,7.80026,125.981,7.8394
1143,1055,0.00035850517451763153,125.981,7.81983,125.981,7.8394
1143,1056,0.0006314084865152835,125.981,7.81983,125.981,7.85897
1149,1062,0.0002659767866134643,126.049,7.80026,126.049,7.8394
1150,1062,0.0006229771301150322,126.049,7.81983,126.049,7.8394
1150,1063,0.0004728991538286209,126.049,7.81983,126.049,7.85897
1151,1063,0.00023777922615408897,126.049,7.8394,126.049,7.85897
1156,1068,0.00027950266376137735,126.11599999999999,7.80026,126.11599999999999,7.8394
1157,1068,0.0006300612352788448,126.11599999999999,7.81983,126.11599999999999,7.8394
1157,1069,0.0004891561344265938,126.11599999999999,7.81983,126.11599999999999,7.85897
1158,1069,0.0002458442933857441,126.11599999999999,7.8394,126.11599999999999,7.85897
1162,1074,0.0002692689187824726,126.184,7.80026,126.184,7.8394
1163,1074,0.0003562359139323234,126.184,7.81983,126.184,7.8394
1163,1075,0.0007003971375524997,126.184,7.81983,126.184,7.85897
1164,1074,0.00023479387164115906,126.184,7.8394,126.184,7.8394
1170,1080,0.0004434945993125438,126.251,7.80026,126.251,7.8394
1171,1080,0.0003066013567149639,126.251,7.81983,126.251,7.8394
1171,1081,0.0006134885363280773,126.251,7.81983,126.251,7.85897
1179,1089,0.00035471515730023384,126.319,7.80026,126.319,7.8394
1180,1089,0.00024418747052550315,126.319,7.81983,126.319,7.8394
1180,1090,0.0004901552572846412,126.319,7.81983,126.319,7.85897
1189,1098,0.00018828101456165312,126.386,7.80026,126.386,7.8394
1190,1098,0.00024357615038752555,126.386,7.81983,126.386,7.8394
1190,1099,0.00028686365112662315,126.386,7.81983,126.386,7.85897
1200,1099,6.525283679366111e-05,126.453,7.81983,126.386,7.85897
1200,1108,0.0002737551927566528,126.453,7.81983,126.453,7.8394
1139,1060,0.0002298317849636078,125.914,8.97435,125.981,9.01349
1140,1061,0.0002560836263000965,125.914,8.99392,125.981,9.03305
1147,1060,2.6064366102218626e-05,125.981,8.97435,125.981,9.01349
1147,1066,0.0003320859745144844,125.981,8.97435,126.049,9.01349
1148,1060,2.1428056061267853e-05,125.981,8.99392,125.981,9.01349
1148,1061,7.393928244709968e-05,125.981,8.99392,125.981,9.03305
1148,1067,0.000333606731146574,125.981,8.99392,126.049,9.03305
1154,1066,8.984757587313651e-05,126.049,8.97435,126.049,9.01349
1154,1072,0.00041069760918617244,126.049,8.97435,126.11599999999999,9.01349
1155,1067,0.00020632166415452956,126.049,8.99392,126.049,9.03305
1155,1073,0.0004159125499427318,126.049,8.99392,126.11599999999999,9.03305
1160,1072,0.00016289083287119864,126.11599999999999,8.97435,126.11599999999999,9.01349
1160,1078,0.00047305254265666007,126.11599999999999,8.97435,126.184,9.01349
1161,1073,0.00034440038725733755,126.11599999999999,8.99392,126.11599999999999,9.03305
1161,1079,0.00046418085694313046,126.11599999999999,8.99392,126.184,9.03305
1168,1078,0.00023648338392376898,126.184,8.97435,126.184,9.01349
1168,1086,0.0005066374316811561,126.184,8.97435,126.251,9.01349
1169,1079,0.0004943174310028552,126.184,8.99392,126.184,9.03305
1169,1087,0.0004638561978936195,126.184,8.99392,126.251,9.03305
1176,1086,0.0003004515543580055,126.251,8.97435,126.251,9.01349
1176,1095,0.0005035369656980037,126.251,8.97435,126.319,9.01349
1177,1087,0.0006306284107267856,126.251,8.99392,126.251,9.03305
1177,1096,0.00041433814913034435,126.251,8.99392,126.319,9.03305
1178,1087,5.664769560098648e-06,126.251,9.01349,126.251,9.03305
1178,1088,0.00024350462481379507,126.251,9.01349,126.251,9.05262
1186,1095,0.00034547355026006695,126.319,8.97435,126.319,9.01349
1186,1105,0.0004616634920239448,126.319,8.97435,126.386,9.01349
1187,1096,0.0005705687217414379,126.319,8.99392,126.319,9.03305
1187,1106,0.00048289373517036434,126.319,8.99392,126.386,9.03305
1188,1096,0.00017582997679710388,126.319,9.01349,126.319,9.03305
1188,1097,8.068671450018882e-05,126.319,9.01349,126.319,9.05262
1197,1105,0.0003658656030893326,126.386,8.97435,126.386,9.01349
1197,1115,0.00038611907511949535,126.386,8.97435,126.453,9.01349
1198,1106,0.00040244422852993007,126.386,8.99392,126.386,9.03305
1198,1116,0.0005797245539724827,126.386,8.99392,126.453,9.03305
1199,1106,0.00024387482553720472,126.386,9.01349,126.386,9.03305
1207,1115,0.0003600368276238441,126.453,8.97435,126.453,9.01349
1207,1123,0.00028831763193011285,126.453,8.97435,126.52100000000002,9.01349
1208,1116,0.0004314514808356762,126.453,8.99392,126.453,9.03305
1208,1124,0.0004124821163713932,126.453,8.99392,126.52100000000002,9.03305
1215,1123,0.00033137658610939976,126.52100000000002,8.97435,126.52100000000002,9.01349
1215,1131,0.00018236367031931877,126.52100000000002,8.97435,126.588,9.01349
1216,1124,0.0004158454947173595,126.52100000000002,8.99392,126.52100000000002,9.03305
1216,1132,0.00024771038442850113,126.52100000000002,8.99392,126.588,9.03305
1223,1131,0.00028745708987116815,126.588,8.97435,126.588,9.01349
1223,1139,8.252765983343124e-05,126.588,8.97435,126.656,9.01349
1224,1132,0.00036449264734983444,126.588,8.99392,126.588,9.03305
1224,1140,0.00010567791759967803,126.588,8.99392,126.656,9.03305
1231,1139,0.0002368907444179058,126.656,8.97435,126.656,9.01349
1232,1140,0.0002919855527579784,126.656,8.99392,126.656,9.03305
1167,1085,0.0003659921698272228,126.184,8.79824,126.251,8.83737
1174,1093,0.0003410730510950088,126.251,8.77867,126.319,8.81781
1175,1084,0.00027417512610554694,126.251,8.79824,126.251,8.81781
1175,1085,5.482714623212814e-05,126.251,8.79824,126.251,8.83737
1175,1094,0.0002878035418689251,126.251,8.79824,126.319,8.83737
1183,1102,0.0004741779528558254,126.319,8.77867,126.386,8.81781
1184,1093,9.192796424031257e-05,126.319,8.79824,126.319,8.81781
1184,1094,0.00037804506719112395,126.319,8.79824,126.319,8.83737
1184,1103,0.00042334115132689474,126.319,8.79824,126.386,8.83737
1185,1094,4.0007941424846646e-05,126.319,8.81781,126.319,8.83737
1185,1104,0.0002416647970676422,126.319,8.81781,126.386,8.85694
1194,1112,0.000597955472767353,126.386,8.77867,126.453,8.81781
1195,1102,0.0001253994181752205,126.386,8.79824,126.386,8.81781
1195,1103,0.00047956835478544233,126.386,8.79824,126.386,8.83737
1195,1113,0.0005498631857335567,126.386,8.79824,126.453,8.83737
1196,1103,0.00010647755116224288,126.386,8.81781,126.386,8.83737
1196,1114,0.00026794904842972753,126.386,8.81781,126.453,8.85694
1204,1120,0.0006913731805980205,126.453,8.77867,126.52100000000002,8.81781
1205,1112,0.00015040067955851555,126.453,8.79824,126.453,8.81781
1205,1113,0.0007356461137533188,126.453,8.79824,126.453,8.83737
1205,1121,0.0004730531014502048,126.453,8.79824,126.52100000000002,8.83737
1206,1114,5.787760019302368e-05,126.453,8.81781,126.453,8.85694
1206,1122,0.00039096772670745846,126.453,8.81781,126.52100000000002,8.85694
1212,1128,0.0007381500676274299,126.52100000000002,8.77867,126.588,8.81781
1213,1120,0.00016314005479216575,126.52100000000002,8.79824,126.52100000000002,8.81781
1213,1121,0.0008414517156779765,126.52100000000002,8.79824,126.52100000000002,8.83737
1213,1129,0.00046616513282060623,126.52100000000002,8.79824,126.588,8.83737
1214,1121,0.00017333244904875754,126.52100000000002,8.81781,126.52100000000002,8.83737
1214,1130,0.0003192826174199581,126.52100000000002,8.81781,126.588,8.85694
1220,1136,0.0007294359616935253,126.588,8.77867,126.656,8.81781
1221,1128,0.00016046091914176941,126.588,8.79824,126.588,8.81781
1221,1129,0.0006168759427964687,126.588,8.79824,126.588,8.83737
1221,1137,0.0006922666914761066,126.588,8.79824,126.656,8.83737
1222,1129,0.0004976958967745304,126.588,8.81781,126.588,8.83737
1228,1144,0.0006667496636509895,126.656,8.77867,126.723,8.81781
1229,1136,0.00014353003352880476,126.656,8.79824,126.656,8.81781
1229,1137,0.00039200456812977786,126.656,8.79824,126.656,8.83737
1229,1145,0.0008204855024814605,126.656,8.79824,126.723,8.83737
1230,1137,0.0004637989215552807,126.656,8.81781,126.656,8.83737
1236,1149,0.0005607442930340767,126.723,8.77867,126.791,8.81781
1237,1144,0.00011525759473443031,126.723,8.79824,126.723,8.81781
1237,1145,0.00017861779779195785,126.723,8.79824,126.723,8.83737
1237,1150,0.0008574415929615497,126.723,8.79824,126.791,8.83737
1238,1145,0.00039744749665260315,126.723,8.81781,126.723,8.83737
1241,1154,0.00043041827157139776,126.791,8.77867,126.858,8.81781
1242,1149,6.657661870121955e-05,126.791,8.79824,126.791,8.81781
1242,1155,0.0008250726386904716,126.791,8.79824,126.858,8.83737
1243,1149,1.4414917677640915e-05,126.791,8.81781,126.791,8.81781
1243,1150,0.0002963597886264324,126.791,8.81781,126.791,8.83737
1246,1159,0.00029584458097815515,126.858,8.77867,126.926,8.81781
1247,1154,4.689646884799003e-05,126.858,8.79824,126.858,8.81781
1247,1155,3.817230463027954e-05,126.858,8.79824,126.858,8.83737
1247,1160,0.000533512607216835,126.858,8.79824,126.926,8.83737
1249,1159,1.7047952860593794e-05,126.926,8.79824,126.926,8.81781
1249,1160,3.759283572435379e-05,126.926,8.79824,126.926,8.83737
1249,1161,0.00031719300895929333,126.926,8.79824,126.993,8.83737
1250,1163,0.0002311435528099537,127.128,9.20917,127.128,9.20917
1251,1163,9.02261584997177e-05,127.196,9.1896,127.128,9.20917
1251,1164,0.00022167731076478957,127.196,9.1896,127.128,9.22874
1252,1165,0.0004140587523579597,127.196,9.20917,127.196,9.20917
1253,1164,0.00016061849892139434,127.263,9.1896,127.128,9.22874
1253,1165,4.008393734693527e-05,127.263,9.1896,127.196,9.20917
1253,1166,0.0002603846602141857,127.263,9.1896,127.196,9.22874
1254,1166,4.178909584879875e-05,127.263,9.20917,127.196,9.22874
1254,1167,0.0005800696089863777,127.263,9.20917,127.263,9.20917
1255,1166,0.00043505793437361714,127.331,9.1896,127.196,9.22874
1255,1168,0.00017183991149067877,127.331,9.1896,127.263,9.22874
1256,1168,0.00014743264764547349,127.331,9.20917,127.263,9.22874
1256,1169,0.0006792272441089153,127.331,9.20917,127.331,9.20917
1257,1168,0.0006468658335506916,127.398,9.1896,127.263,9.22874
1257,1170,8.026706054806708e-05,127.398,9.1896,127.331,9.22874
1258,1170,0.0002620579674839973,127.398,9.20917,127.331,9.22874
1258,1171,0.0007348604500293731,127.398,9.20917,127.398,9.20917
1260,1170,0.0008007285185158252,127.466,9.1896,127.331,9.22874
1261,1172,0.0003686847165226936,127.466,9.20917,127.398,9.22874
1261,1174,0.0007351926527917385,127.466,9.20917,127.466,9.20917
1263,1170,4.441011697053909e-06,127.53299999999999,9.1896,127.331,9.22874
1263,1172,0.0008096309378743171,127.53299999999999,9.1896,127.398,9.22874
1264,1175,0.00044828318059444424,127.53299999999999,9.20917,127.466,9.22874
1264,1178,0.0006784765049815178,127.53299999999999,9.20917,127.53299999999999,9.20917
1268,1172,7.108747959136962e-05,127.601,9.1896,127.398,9.22874
1268,1175,0.000692864041775465,127.601,9.1896,127.466,9.22874
1269,1179,0.0004883171059191227,127.601,9.20917,127.53299999999999,9.22874
1269,1183,0.0005710397846996784,127.601,9.20917,127.601,9.20917
1273,1175,0.00011171316727995872,127.668,9.1896,127.466,9.22874
1273,1179,0.0005467691458761692,127.668,9.1896,127.53299999999999,9.22874
1274,1184,0.0004823941737413406,127.668,9.20917,127.601,9.22874
1274,1188,0.0004286871291697025,127.668,9.20917,127.668,9.20917
1278,1179,0.00012007495388388634,127.736,9.1896,127.53299999999999,9.22874
1278,1184,0.00039520896971225735,127.736,9.1896,127.601,9.22874
1279,1189,0.0004324791021645069,127.736,9.20917,127.668,9.22874
1279,1193,0.00027435673400759696,127.736,9.20917,127.736,9.20917
1283,1184,9.461715817451477e-05,127.803,9.1896,127.601,9.22874
1283,1189,0.0002653098665177822,127.803,9.1896,127.668,9.22874
1284,1189,3.596311435103416e-05,127.803,9.20917,127.668,9.22874
1284,1194,0.0004466691054403782,127.803,9.20917,127.736,9.22874
1288,1194,3.232453018426895e-05,127.87099999999998,9.20917,127.736,9.22874
1288,1198,0.00024709291756153107,127.87099999999998,9.20917,127.803,9.22874
1303,1214,0.0002507926896214485,128.141,9.20917,128.141,9.20917
1308,1217,0.00045768963173031807,128.208,9.20917,128.208,9.20917
1312,1214,4.287678748369217e-05,128.275,9.1896,128.141,9.20917
1312,1217,5.05104660987854e-05,128.275,9.1896,128.208,9.20917
1312,1218,0.0002374855801463127,128.275,9.1896,128.208,9.22874
1313,1221,0.0007010676898062229,128.275,9.20917,128.275,9.20917
1316,1218,0.0001438298262655735,128.343,9.1896,128.208,9.22874
1316,1221,3.434233367443084e-05,128.343,9.1896,128.275,9.20917
1316,1222,0.00026085097342729566,128.343,9.1896,128.275,9.22874
1317,1225,0.0009391623549163341,128.343,9.20917,128.343,9.20917
1318,1226,0.00025247605517506597,128.343,9.22874,128.343,9.22874
1321,1222,0.0003170885145664215,128.41,9.1896,128.275,9.22874
1321,1225,1.5383586287498474e-06,128.41,9.1896,128.343,9.20917
1321,1226,0.00020493417978286743,128.41,9.1896,128.343,9.22874
1322,1226,3.94720584154129e-05,128.41,9.20917,128.343,9.22874
1322,1229,0.0010913919657468795,128.41,9.20917,128.41,9.20917
1323,1230,0.00031049000099301336,128.41,9.22874,128.41,9.22874
1326,1226,0.0002555759623646736,128.478,9.1896,128.343,9.22874
1326,1230,0.00031561860814690587,128.478,9.1896,128.41,9.22874
1327,1230,8.182357996702194e-05,128.478,9.20917,128.41,9.22874
1327,1233,0.0011621712706983089,128.478,9.20917,128.478,9.20917
1328,1234,0.0003478964790701866,128.478,9.22874,128.478,9.22874
1331,1230,0.0001700836233794689,128.545,9.1896,128.41,9.22874
1331,1234,0.0004043513908982277,128.545,9.1896,128.478,9.22874
1332,1234,0.00011840807273983955,128.545,9.20917,128.478,9.22874
1332,1237,0.0011427769437432288,128.545,9.20917,128.545,9.20917
1333,1238,0.000358899962157011,128.545,9.22874,128.545,9.22874
1336,1234,6.600357592105866e-05,128.613,9.1896,128.478,9.22874
1336,1238,0.00046946452930569644,128.613,9.1896,128.545,9.22874
1337,1238,9.226407855749129e-05,128.613,9.20917,128.545,9.22874
1337,1241,0.0010374228470027447,128.613,9.20917,128.613,9.20917
1337,1242,5.223378539085388e-05,128.613,9.20917,128.613,9.22874
1338,1242,0.0003407919779419899,128.613,9.22874,128.613,9.22874
1341,1242,0.000442417524755001,128.68,9.1896,128.613,9.22874
1341,1246,1.968434080481529e-05,128.68,9.1896,128.68,9.22874
1342,1245,0.0008654957637190819,128.68,9.20917,128.68,9.20917
1342,1246,0.0001578683964908123,128.68,9.20917,128.68,9.22874
1343,1246,0.00029811188578605653,128.68,9.22874,128.68,9.22874
1346,1246,0.00022149430587887762,128.748,9.1896,128.68,9.22874
1346,1250,0.00013267938047647476,128.748,9.1896,128.748,9.22874
1347,1249,0.0006567374803125858,128.748,9.20917,128.748,9.20917
1347,1250,0.00015759710222482682,128.748,9.20917,128.748,9.22874
1348,1250,0.000238993763923645,128.748,9.22874,128.748,9.22874
1351,1254,9.049857035279273e-05,128.815,9.1896,128.815,9.22874
1352,1253,0.0004441045224666595,128.815,9.20917,128.815,9.20917
1352,1254,0.0001445428468286991,128.815,9.20917,128.815,9.22874
1353,1254,0.00012255208566784858,128.883,9.20917,128.815,9.22874
1353,1256,0.0002559947781264782,128.883,9.20917,128.883,9.20917
1259,1173,0.0003171868622303009,127.466,8.48515,127.466,8.50472
1262,1173,0.00014665480703115463,127.53299999999999,8.48515,127.466,8.50472
1262,1176,0.0004442467354238033,127.53299999999999,8.48515,127.53299999999999,8.50472
1265,1176,0.00027630217373371125,127.601,8.46558,127.53299999999999,8.50472
1266,1176,9.13633033633232e-05,127.601,8.48515,127.53299999999999,8.50472
1266,1180,0.000348259974271059,127.601,8.48515,127.601,8.48515
1266,1181,0.0004777953028678894,127.601,8.48515,127.601,8.50472
1267,1181,0.0003095428459346294,127.601,8.50472,127.601,8.50472
1270,1181,0.0003706572577357292,127.668,8.46558,127.601,8.50472
1271,1181,3.685746341943741e-05,127.668,8.48515,127.601,8.50472
1271,1185,0.00045426506549119946,127.668,8.48515,127.668,8.48515
1271,1186,0.0007680871523916721,127.668,8.48515,127.668,8.50472
1272,1186,0.0003334854729473591,127.668,8.50472,127.668,8.50472
1272,1187,0.00010919803753495216,127.668,8.50472,127.668,8.52428
1275,1186,0.00045601604506373405,127.736,8.46558,127.668,8.50472
1276,1187,0.0003844756633043289,127.736,8.48515,127.668,8.52428
1276,1190,0.0005374643951654434,127.736,8.48515,127.736,8.48515
1276,1191,0.0006432468071579933,127.736,8.48515,127.736,8.50472
1277,1191,0.0005651626735925674,127.736,8.50472,127.736,8.50472
1280,1191,0.0005170508287847042,127.803,8.46558,127.736,8.50472
1281,1191,0.00011525452136993407,127.803,8.48515,127.736,8.50472
1281,1192,0.0006318194791674614,127.803,8.48515,127.736,8.52428
1281,1195,0.0005832231603562832,127.803,8.48515,127.803,8.48515
1281,1196,0.0004543265327811241,127.803,8.48515,127.803,8.50472
1282,1196,0.0006568171083927155,127.803,8.50472,127.803,8.50472
1285,1196,0.0005424362607300282,127.87099999999998,8.46558,127.803,8.50472
1286,1196,0.0003410990349948406,127.87099999999998,8.48515,127.803,8.50472
1286,1197,0.0006889318116009236,127.87099999999998,8.48515,127.803,8.52428
1286,1199,0.0005839842371642589,127.87099999999998,8.48515,127.87099999999998,8.48515
1286,1200,0.00026294030249118805,127.87099999999998,8.48515,127.87099999999998,8.50472
1287,1200,0.0007018310017883777,127.87099999999998,8.50472,127.87099999999998,8.50472
1289,1200,0.0005265120416879654,127.93800000000002,8.46558,127.87099999999998,8.50472
1290,1200,0.000499924924224615,127.93800000000002,8.48515,127.87099999999998,8.50472
1290,1201,0.0006952344439923763,127.93800000000002,8.48515,127.87099999999998,8.52428
1290,1202,0.0005401055328547955,127.93800000000002,8.48515,127.93800000000002,8.48515
1290,1203,8.991127833724022e-05,127.93800000000002,8.48515,127.93800000000002,8.50472
1291,1203,0.000692144874483347,127.93800000000002,8.50472,127.93800000000002,8.50472
1292,1203,0.0004719413816928863,128.006,8.46558,127.93800000000002,8.50472
1293,1203,0.0005310248583555221,128.006,8.48515,127.93800000000002,8.50472
1293,1204,0.0006477775052189826,128.006,8.48515,127.93800000000002,8.52428
1293,1205,0.00045932969078421593,128.006,8.48515,128.006,8.48515
1294,1206,0.000630487035959959,128.006,8.50472,128.006,8.50472
1295,1203,4.647206515073776e-05,128.073,8.46558,127.93800000000002,8.50472
1295,1206,0.00034167850390076637,128.073,8.46558,128.006,8.50472
1296,1206,0.0005728212185204029,128.073,8.48515,128.006,8.50472
1296,1207,0.00042040469124913213,128.073,8.48515,128.006,8.52428
1296,1208,0.0003563767299056053,128.073,8.48515,128.073,8.48515
1297,1209,0.0005280126817524432,128.073,8.50472,128.073,8.50472
1300,1209,0.00029036840423941613,128.141,8.46558,128.073,8.50472
1301,1207,0.00013491539284586905,128.141,8.48515,128.006,8.52428
1301,1209,0.0003641216084361076,128.141,8.48515,128.073,8.50472
1301,1210,0.0002632669173181057,128.141,8.48515,128.073,8.52428
1301,1211,0.0002479643560945988,128.141,8.48515,128.141,8.48515
1302,1212,0.00040321704000234604,128.141,8.50472,128.141,8.50472
1306,1210,0.00016864389181137085,128.208,8.48515,128.073,8.52428
1306,1212,0.0004007795825600624,128.208,8.48515,128.141,8.50472
1306,1213,0.00010377159342169761,128.208,8.48515,128.141,8.52428
1307,1213,0.00019513070583343506,128.208,8.50472,128.141,8.52428
1307,1216,8.033467456698417e-05,128.208,8.50472,128.208,8.50472
1311,1216,0.00038376152515411376,128.275,8.48515,128.208,8.50472
1299,1215,0.0002406748943030834,128.141,7.50674,128.208,7.54588
1305,1215,8.926894515752793e-05,128.208,7.50674,128.208,7.54588
1305,1219,0.0002966288477182388,128.208,7.50674,128.275,7.54588
1310,1219,0.00021458007395267484,128.275,7.50674,128.275,7.54588
1310,1223,0.00032428661361336706,128.275,7.50674,128.343,7.54588
1315,1223,0.0003682918846607208,128.343,7.50674,128.343,7.54588
1315,1227,0.0003079916350543499,128.343,7.50674,128.41,7.54588
1320,1227,0.0005386563017964362,128.41,7.50674,128.41,7.54588
1320,1231,0.00023639844730496406,128.41,7.50674,128.478,7.54588
1325,1231,0.0007100268267095089,128.478,7.50674,128.478,7.54588
1325,1235,0.00010760463774204253,128.478,7.50674,128.545,7.54588
1330,1235,0.0007969100028276443,128.545,7.50674,128.545,7.54588
1335,1239,0.0007166789844632148,128.613,7.50674,128.613,7.54588
1340,1243,0.0005914720706641673,128.68,7.50674,128.68,7.54588
1345,1247,0.0004437066614627838,128.748,7.50674,128.748,7.54588
1350,1251,0.0002965659834444523,128.815,7.50674,128.815,7.54588
1354,1257,0.00037729768082499503,130.367,10.3833,130.367,10.4224
