empirical_peak_idx,theoretical_peak_idx,flow,25C_15N,25C_1H,30C_15N,30C_1H
652,590,0.0007036051712930202,120.852,8.07422,120.852,8.11335
653,590,0.0002434023655951023,120.852,8.11335,120.852,8.11335
654,590,0.00038910862058401103,120.852,8.13292,120.852,8.11335
654,591,0.00046369554474949836,120.852,8.13292,120.852,8.13292
654,592,0.00035697687417268753,120.852,8.13292,120.852,8.15249
662,585,0.00012031914666295051,120.92,7.91767,120.852,7.93724
662,601,0.0006378740072250366,120.92,7.91767,120.92,7.93724
663,601,0.00023315828293561934,120.92,7.93724,120.92,7.93724
664,585,0.0005373428575694561,120.92,7.95681,120.852,7.93724
665,602,0.00042713647708296775,120.92,7.97638,120.92,7.99595
665,603,0.0007062449119985103,120.92,7.97638,120.92,8.01551
665,619,0.00014961976557970047,120.92,7.97638,120.987,8.01551
666,603,0.00047315843403339386,120.92,7.99595,120.92,8.01551
667,604,0.0004683472216129303,120.92,8.03508,120.92,8.03508
668,604,7.269959896802901e-05,120.92,8.05465,120.92,8.03508
668,605,0.0006103992462158203,120.92,8.05465,120.92,8.09379
668,619,0.0003987818956375122,120.92,8.05465,120.987,8.01551
668,621,0.0006747672334313392,120.92,8.05465,120.987,8.09379
669,590,8.43331217765808e-06,120.92,8.07422,120.852,8.11335
669,606,0.0007129437290132046,120.92,8.07422,120.92,8.11335
670,606,0.0003083059564232826,120.92,8.11335,120.92,8.11335
671,606,0.0007253978401422501,120.92,8.13292,120.92,8.11335
671,607,0.0005745031870901584,120.92,8.13292,120.92,8.13292
671,608,0.000219027791172266,120.92,8.13292,120.92,8.15249
672,608,0.00022922074422240257,120.92,8.15249,120.92,8.15249
681,601,3.6684796214103697e-07,120.987,7.95681,120.92,7.93724
681,617,0.0005075549706816673,120.987,7.95681,120.987,7.93724
682,618,0.0005017546936869621,120.987,7.97638,120.987,7.99595
682,619,0.00040607750415802,120.987,7.97638,120.987,8.01551
682,633,0.0005541516467928886,120.987,7.97638,121.055,8.01551
683,619,0.0005426472052931786,120.987,7.99595,120.987,8.01551
684,620,0.0004432330839335918,120.987,8.03508,120.987,8.03508
685,620,0.0002130366861820221,120.987,8.05465,120.987,8.03508
685,633,0.0003612055443227291,120.987,8.05465,121.055,8.01551
685,634,0.00033237431198358537,120.987,8.05465,121.055,8.03508
685,635,0.0006899583153426647,120.987,8.05465,121.055,8.09379
685,649,4.455121234059334e-05,120.987,8.05465,121.122,8.09379
686,622,0.0006835117936134338,120.987,8.07422,120.987,8.11335
687,622,0.00035821655765175817,120.987,8.11335,120.987,8.11335
688,622,0.0008908197283744811,120.987,8.13292,120.987,8.11335
688,623,0.0006460377015173435,120.987,8.13292,120.987,8.13292
688,624,0.0002087476663291454,120.987,8.13292,120.987,8.15249
689,624,0.00030822744593024255,120.987,8.15249,120.987,8.15249
689,625,3.6268495023250577e-06,120.987,8.15249,120.987,8.17206
699,631,0.0002385903149843216,121.055,7.95681,121.055,7.93724
700,632,0.0005414745770394802,121.055,7.97638,121.055,7.99595
700,633,0.00014409581199288367,121.055,7.97638,121.055,8.01551
700,647,0.0008490395732223987,121.055,7.97638,121.122,8.01551
701,633,0.0005713490769267082,121.055,7.99595,121.055,8.01551
702,634,0.00038897255435585973,121.055,8.03508,121.055,8.03508
703,648,0.0004094674251973629,121.055,8.05465,121.122,8.03508
703,649,0.0006088198162615299,121.055,8.05465,121.122,8.09379
703,663,0.00039634667336940765,121.055,8.05465,121.19,8.09379
704,636,0.0005982818081974983,121.055,8.07422,121.055,8.11335
705,636,0.0003850573673844337,121.055,8.11335,121.055,8.11335
706,636,0.0009858976118266582,121.055,8.13292,121.055,8.11335
706,637,0.0006664495915174484,121.055,8.13292,121.055,8.13292
706,638,0.0002004733309149742,121.055,8.13292,121.055,8.15249
707,638,0.00035216566175222397,121.055,8.15249,121.055,8.15249
707,639,5.7810824364423746e-05,121.055,8.15249,121.055,8.17206
716,646,0.0005392787978053093,121.122,7.97638,121.122,7.99595
716,647,0.00022868234664201735,121.122,7.97638,121.122,8.01551
716,661,0.0007208447903394699,121.122,7.97638,121.19,8.01551
717,647,0.0005560741759836674,121.122,7.99595,121.122,8.01551
718,648,0.00031672194600105283,121.122,8.03508,121.122,8.03508
719,662,0.00043185800313949585,121.122,8.05465,121.19,8.03508
719,663,0.00017662821337580681,121.122,8.05465,121.19,8.09379
719,678,0.00046369414776563643,121.122,8.05465,121.257,8.09379
719,692,4.566153511404991e-05,121.122,8.05465,121.325,8.09379
720,650,0.00048240255564451217,121.122,8.07422,121.122,8.11335
721,650,0.00038591371849179264,121.122,8.11335,121.122,8.11335
722,639,0.0005308885127305984,121.122,8.13292,121.055,8.17206
722,650,0.0006279042921960354,121.122,8.13292,121.122,8.11335
722,651,0.0006333195604383945,121.122,8.13292,121.122,8.13292
722,652,3.1480751931667325e-05,121.122,8.13292,121.122,8.15249
723,652,0.0005184262990951538,121.122,8.15249,121.122,8.15249
724,653,0.00041770767420530315,121.122,8.17206,121.122,8.17206
731,660,0.000496058352291584,121.19,7.97638,121.19,7.99595
731,661,0.0002866222523152828,121.19,7.97638,121.19,8.01551
731,676,0.0005516460165381432,121.19,7.97638,121.257,8.01551
732,661,0.0004999671131372452,121.19,7.99595,121.19,8.01551
733,662,0.0002387668937444687,121.19,8.03508,121.19,8.03508
734,677,0.0005657457746565342,121.19,8.05465,121.257,8.03508
734,692,0.00023515066131949423,121.19,8.05465,121.325,8.09379
735,650,0.0003550705499947071,121.19,8.07422,121.122,8.11335
736,664,0.00036140698939561843,121.19,8.11335,121.19,8.11335
737,653,0.001035437174141407,121.19,8.13292,121.122,8.17206
737,664,7.724510505795479e-05,121.19,8.13292,121.19,8.11335
737,665,0.0005536830984055996,121.19,8.13292,121.19,8.13292
738,653,0.00011768974363803863,121.19,8.15249,121.122,8.17206
738,666,0.0005112254060804844,121.19,8.15249,121.19,8.15249
739,667,0.0006751497276127338,121.19,8.17206,121.19,8.17206
745,675,0.0004204317927360534,121.257,7.97638,121.257,7.99595
745,676,0.00031092530116438866,121.257,7.97638,121.257,8.01551
745,690,0.00036804545670747756,121.257,7.97638,121.325,8.01551
746,676,0.00041354326531291004,121.257,7.99595,121.257,8.01551
747,691,0.0004314176738262176,121.257,8.05465,121.325,8.03508
747,692,6.353147327899932e-05,121.257,8.05465,121.325,8.09379
747,704,1.3988558202981947e-05,121.257,8.05465,121.392,8.03508
748,664,0.00023573376238346098,121.257,8.07422,121.19,8.11335
749,679,0.0003165783360600471,121.257,8.11335,121.257,8.11335
750,664,0.0009275777265429497,121.257,8.13292,121.19,8.11335
750,679,4.122359678149223e-05,121.257,8.13292,121.257,8.11335
750,680,0.00044287545606493947,121.257,8.13292,121.257,8.13292
751,653,0.0002840272150933742,121.257,8.15249,121.122,8.17206
751,681,0.00044471668079495427,121.257,8.15249,121.257,8.15249
752,682,0.0009450850076973438,121.257,8.17206,121.257,8.17206
759,689,0.0003255539573729038,121.325,7.97638,121.325,7.99595
759,690,0.0003011592663824558,121.325,7.97638,121.325,8.01551
759,703,0.00019756872206926345,121.325,7.97638,121.392,8.01551
760,690,0.00031231222674250604,121.325,7.99595,121.325,8.01551
761,704,0.00027675982564687727,121.325,8.05465,121.392,8.03508
762,693,0.00026041623204946517,121.325,8.11335,121.325,8.11335
763,679,0.0007830407470464706,121.325,8.13292,121.257,8.11335
763,694,0.0003207262605428696,121.325,8.13292,121.325,8.13292
764,653,0.0001751798205077648,121.325,8.15249,121.122,8.17206
764,667,0.00026554511860013005,121.325,8.15249,121.19,8.17206
764,695,0.0003628414124250412,121.325,8.15249,121.325,8.15249
765,696,0.0011867771856486798,121.325,8.17206,121.325,8.17206
772,703,0.0004755257628858089,121.392,7.97638,121.392,8.01551
772,714,7.667485624551773e-05,121.392,7.97638,121.46,8.01551
773,679,0.00012513231486082076,121.392,8.13292,121.257,8.11335
773,693,0.0006400700658559799,121.392,8.13292,121.325,8.11335
773,705,2.581793814897537e-05,121.392,8.13292,121.392,8.11335
774,667,0.0005636095069348812,121.392,8.15249,121.19,8.17206
774,706,0.0002777977846562862,121.392,8.15249,121.392,8.15249
775,697,0.0004923507571220398,121.392,8.17206,121.325,8.19163
775,707,0.0008682827465236187,121.392,8.17206,121.392,8.17206
781,714,0.00031848158687353134,121.46,7.97638,121.46,8.01551
782,705,0.000515419989824295,121.46,8.13292,121.392,8.11335
783,667,0.00035114251077175137,121.46,8.15249,121.19,8.17206
783,682,0.0004819233901798725,121.46,8.15249,121.257,8.17206
784,708,0.0008792703039944171,121.46,8.17206,121.392,8.19163
784,716,0.0005572655238211154,121.46,8.17206,121.46,8.17206
788,705,1.8415600061416625e-05,121.52699999999999,8.13292,121.392,8.11335
788,715,0.0002845368348062038,121.52699999999999,8.13292,121.46,8.11335
789,682,0.00014200536534190178,121.52699999999999,8.15249,121.257,8.17206
789,696,3.451583907008171e-05,121.52699999999999,8.15249,121.325,8.17206
789,697,0.00040266858413815496,121.52699999999999,8.15249,121.325,8.19163
789,708,0.00019822698086500166,121.52699999999999,8.15249,121.392,8.19163
790,717,0.0010824224911630154,121.52699999999999,8.17206,121.46,8.19163
790,723,0.00031942594796419144,121.52699999999999,8.17206,121.52699999999999,8.17206
794,708,0.00013505788519978522,121.595,8.15249,121.392,8.19163
794,717,0.00022849179804325102,121.595,8.15249,121.46,8.19163
794,724,0.00031685521826148034,121.595,8.15249,121.52699999999999,8.19163
795,724,0.0010041838511824607,121.595,8.17206,121.52699999999999,8.19163
795,729,0.00025858394801616665,121.595,8.17206,121.595,8.19163
799,729,0.0005544092506170273,121.662,8.15249,121.595,8.19163
800,729,0.00042503988370299337,121.662,8.17206,121.595,8.19163
800,734,0.0006206888705492019,121.662,8.17206,121.662,8.19163
803,734,0.00041641937568783757,121.73,8.15249,121.662,8.19163
804,734,3.7433579564094543e-05,121.73,8.17206,121.662,8.19163
804,738,0.0007507120259106158,121.73,8.17206,121.73,8.19163
807,738,0.00010655522346496581,121.797,8.15249,121.73,8.19163
807,742,8.958242833614349e-05,121.797,8.15249,121.797,8.19163
807,746,8.862214162945748e-05,121.797,8.15249,121.86499999999998,8.19163
808,742,0.0005299807526171207,121.797,8.17206,121.797,8.19163
811,746,0.000306748878210783,121.86499999999998,8.17206,121.86499999999998,8.19163
554,513,0.0003189895302057266,120.313,7.19365,120.313,7.23279
559,518,0.0005397956818342208,120.38,7.19365,120.38,7.23279
566,518,6.36647455394268e-05,120.44799999999998,7.19365,120.38,7.23279
566,523,0.0007146771065890789,120.44799999999998,7.19365,120.44799999999998,7.23279
575,523,0.00024431291967630386,120.51500000000001,7.19365,120.44799999999998,7.23279
575,529,0.0007548314519226551,120.51500000000001,7.19365,120.51500000000001,7.23279
585,529,0.0003999366424977779,120.583,7.19365,120.51500000000001,7.23279
585,535,0.0007660405710339546,120.583,7.19365,120.583,7.23279
596,535,0.0005117691121995449,120.65,7.19365,120.583,7.23279
596,543,0.0007377471774816513,120.65,7.19365,120.65,7.23279
610,543,0.0005683229304850101,120.71799999999999,7.19365,120.65,7.23279
610,554,0.0006672791205346584,120.71799999999999,7.19365,120.71799999999999,7.23279
625,554,0.0005680742673575878,120.785,7.19365,120.71799999999999,7.23279
625,567,0.0005583297461271286,120.785,7.19365,120.785,7.23279
643,567,0.0005205854773521424,120.852,7.19365,120.785,7.23279
643,582,0.00042195478454232216,120.852,7.19365,120.852,7.23279
661,582,0.0004431953653693199,120.92,7.19365,120.852,7.23279
661,599,0.0002731692977249622,120.92,7.19365,120.92,7.23279
679,599,0.0003563054837286472,120.987,7.19365,120.92,7.23279
679,615,0.0001284702681005001,120.987,7.19365,120.987,7.23279
698,615,0.0002795071341097355,121.055,7.19365,120.987,7.23279
557,517,0.0002362084574997425,120.313,8.38731,120.313,8.42644
562,517,1.0945647954940795e-05,120.38,8.38731,120.313,8.42644
562,522,0.00015536220744252204,120.38,8.38731,120.38,8.42644
563,522,0.00035905223339796063,120.38,8.42644,120.38,8.42644
564,542,0.00024601612240076064,120.38,8.44601,120.583,8.46558
570,533,3.1256396323442455e-05,120.44799999999998,8.38731,120.51500000000001,8.42644
571,527,0.0002839473076164722,120.44799999999998,8.40688,120.44799999999998,8.42644
571,533,1.9999220967292786e-05,120.44799999999998,8.40688,120.51500000000001,8.42644
572,527,0.0005600731819868088,120.44799999999998,8.42644,120.44799999999998,8.42644
573,528,0.00028873002156615257,120.44799999999998,8.44601,120.44799999999998,8.44601
573,542,0.00010689916089177131,120.44799999999998,8.44601,120.583,8.46558
580,540,0.0010770552791655064,120.51500000000001,8.38731,120.583,8.42644
581,533,0.00037829596549272533,120.51500000000001,8.40688,120.51500000000001,8.42644
581,541,5.563655868172645e-05,120.51500000000001,8.40688,120.583,8.44601
582,533,0.0007666166871786117,120.51500000000001,8.42644,120.51500000000001,8.42644
583,534,0.0005045534111559391,120.51500000000001,8.44601,120.51500000000001,8.44601
583,542,3.794096410274505e-05,120.51500000000001,8.44601,120.583,8.46558
583,553,7.363781332969665e-06,120.51500000000001,8.44601,120.65,8.46558
591,550,0.00022143339738249778,120.583,8.38731,120.65,8.40688
591,551,0.0011359238997101784,120.583,8.38731,120.65,8.42644
592,540,6.335042417049408e-05,120.583,8.40688,120.583,8.42644
592,551,0.000302429124712944,120.583,8.40688,120.65,8.42644
592,552,0.00018647750839591025,120.583,8.40688,120.65,8.44601
593,540,0.000378319714218378,120.583,8.42644,120.583,8.42644
593,553,0.0005695212632417678,120.583,8.42644,120.65,8.46558
594,541,0.0006853474304080009,120.583,8.44601,120.583,8.44601
605,564,0.0015627452172338962,120.65,8.38731,120.71799999999999,8.42644
606,550,3.069145604968071e-05,120.65,8.40688,120.65,8.40688
606,565,0.0006092299707233905,120.65,8.40688,120.71799999999999,8.44601
607,551,0.00032016634941101074,120.65,8.42644,120.65,8.42644
607,566,0.0007527010515332222,120.65,8.42644,120.71799999999999,8.46558
608,552,0.0007801822386682033,120.65,8.44601,120.65,8.44601
620,563,0.0002718469128012657,120.71799999999999,8.38731,120.71799999999999,8.40688
620,564,1.5574973076581955e-05,120.71799999999999,8.38731,120.71799999999999,8.42644
620,579,0.0013697655871510504,120.71799999999999,8.38731,120.785,8.42644
621,580,0.0006807781755924225,120.71799999999999,8.40688,120.785,8.44601
622,564,0.0002952849492430687,120.71799999999999,8.42644,120.71799999999999,8.42644
622,580,0.0002162802033126354,120.71799999999999,8.42644,120.785,8.44601
622,581,0.000609034951776266,120.71799999999999,8.42644,120.785,8.46558
623,565,0.0005374914966523647,120.71799999999999,8.44601,120.71799999999999,8.44601
623,581,0.0002806800417602062,120.71799999999999,8.44601,120.785,8.46558
637,578,0.0002700727432966232,120.785,8.38731,120.785,8.40688
637,579,0.0004735560156404972,120.785,8.38731,120.785,8.42644
637,595,0.0008804909884929657,120.785,8.38731,120.852,8.42644
638,596,9.174775332212448e-05,120.785,8.40688,120.852,8.44601
638,611,0.0005764215253293514,120.785,8.40688,120.92,8.44601
639,596,0.0004635818302631378,120.785,8.42644,120.852,8.44601
639,597,0.0005266902968287468,120.785,8.42644,120.852,8.46558
639,612,9.237946942448616e-05,120.785,8.42644,120.92,8.46558
640,580,0.0003544525243341923,120.785,8.44601,120.785,8.44601
640,597,0.0004376918077468872,120.785,8.44601,120.852,8.46558
655,594,0.00024742959067225456,120.852,8.38731,120.852,8.40688
655,595,0.000793404970318079,120.852,8.38731,120.852,8.42644
655,610,0.00042927190661430355,120.852,8.38731,120.92,8.42644
656,611,0.0006042536348104477,120.852,8.40688,120.92,8.44601
657,612,0.0008713787421584129,120.852,8.42644,120.92,8.46558
657,628,9.436653926968573e-05,120.852,8.42644,120.987,8.46558
658,596,0.0007079805247485637,120.852,8.44601,120.852,8.44601
673,610,0.0009663837030529976,120.92,8.38731,120.92,8.42644
673,626,0.00025679636746644974,120.92,8.38731,120.987,8.42644
674,627,6.270697340369224e-05,120.92,8.40688,120.987,8.44601
674,642,0.00043849702924489973,120.92,8.40688,121.055,8.44601
675,627,0.0005240561440587044,120.92,8.42644,120.987,8.44601
675,628,0.00021368460729718206,120.92,8.42644,120.987,8.46558
675,643,5.3607299923896784e-05,120.92,8.42644,121.055,8.46558
676,628,0.000580762792378664,120.92,8.44601,120.987,8.46558
690,626,0.0008000311441719531,120.987,8.38731,120.987,8.42644
690,641,0.00012658769264817238,120.987,8.38731,121.055,8.42644
691,642,8.206246420741081e-05,120.987,8.40688,121.055,8.44601
691,656,0.00018396098166704176,120.987,8.40688,121.122,8.44601
691,669,0.00011030863970518112,120.987,8.40688,121.19,8.44601
692,643,0.0005896339192986488,120.987,8.42644,121.055,8.46558
693,627,0.0004318490624427795,120.987,8.44601,120.987,8.44601
708,641,0.0005849769338965416,121.055,8.38731,121.055,8.42644
708,655,4.183771088719368e-05,121.055,8.38731,121.122,8.42644
709,669,0.0002503682859241962,121.055,8.40688,121.19,8.44601
710,656,0.0003918081521987915,121.055,8.42644,121.122,8.44601
711,642,0.00028499672189354893,121.055,8.44601,121.055,8.44601
725,655,0.0003653235733509064,121.122,8.38731,121.122,8.42644
641,598,0.0003005990758538246,120.785,9.40485,120.852,9.44398
659,598,0.00012853508815169334,120.852,9.40485,120.852,9.44398
659,614,0.00044646067544817924,120.852,9.40485,120.92,9.44398
677,613,0.00024162176996469497,120.92,9.40485,120.92,9.42442
677,614,0.00029960134997963905,120.92,9.40485,120.92,9.44398
677,630,0.0003593500703573227,120.92,9.40485,120.987,9.44398
695,629,0.00034649753943085667,120.987,9.40485,120.987,9.42442
695,630,0.0004769844934344291,120.987,9.40485,120.987,9.44398
695,645,0.000412328727543354,120.987,9.40485,121.055,9.44398
696,630,0.0002534234896302223,120.987,9.42442,120.987,9.44398
713,644,0.00044344151392579074,121.055,9.40485,121.055,9.42442
713,645,0.0006733319722115993,121.055,9.40485,121.055,9.44398
713,659,0.000412904005497694,121.055,9.40485,121.122,9.44398
714,645,0.0003237183205783367,121.055,9.42442,121.055,9.44398
728,658,0.0005172268487513065,121.122,9.40485,121.122,9.42442
728,659,0.0011060211807489395,121.122,9.40485,121.122,9.44398
728,673,0.00011033238843083382,121.122,9.40485,121.19,9.44398
729,659,0.00013363966718316078,121.122,9.42442,121.122,9.44398
729,674,0.00024180030450224874,121.122,9.42442,121.19,9.46355
741,672,1.0725483298301696e-05,121.19,9.38528,121.19,9.42442
741,686,0.0003376152366399765,121.19,9.38528,121.257,9.42442
742,672,0.0005438008345663547,121.19,9.40485,121.19,9.42442
742,673,0.0012672892771661282,121.19,9.40485,121.19,9.44398
743,673,0.0003993985243141651,121.19,9.42442,121.19,9.44398
755,686,7.0964265614748e-05,121.257,9.38528,121.257,9.42442
755,701,0.0002881505526602268,121.257,9.38528,121.325,9.42442
756,686,0.0001406259834766388,121.257,9.40485,121.257,9.42442
756,687,0.0016087090596556663,121.257,9.40485,121.257,9.44398
757,687,0.00015116594731807707,121.257,9.42442,121.257,9.44398
757,688,0.00024049999192357063,121.257,9.42442,121.257,9.46355
768,712,0.0003191378898918629,121.325,9.38528,121.392,9.42442
769,701,0.00021473458036780357,121.325,9.40485,121.325,9.42442
769,702,0.0012502566911280154,121.325,9.40485,121.325,9.44398
769,713,9.440425783395766e-05,121.325,9.40485,121.392,9.44398
770,702,0.0003548498265445232,121.325,9.42442,121.325,9.44398
778,721,0.0002595056779682636,121.392,9.38528,121.46,9.42442
779,712,0.00010510878637433052,121.392,9.40485,121.392,9.42442
779,713,0.0009520481340587138,121.392,9.40485,121.392,9.44398
779,722,0.00021969694644212722,121.392,9.40485,121.46,9.44398
780,713,0.00029537826776504517,121.392,9.42442,121.392,9.44398
787,721,6.665904074907302e-05,121.46,9.40485,121.46,9.42442
787,722,0.0007963204756379127,121.46,9.40485,121.46,9.44398
787,728,8.600251749157906e-05,121.46,9.40485,121.52699999999999,9.44398
793,728,0.0005953950807452202,121.52699999999999,9.40485,121.52699999999999,9.44398
793,733,3.2041501253843303e-05,121.52699999999999,9.40485,121.595,9.44398
798,733,0.0003533539362251758,121.595,9.40485,121.595,9.44398
726,671,0.00030237575992941856,121.122,8.81781,121.19,8.85694
740,671,5.843974649906158e-05,121.19,8.81781,121.19,8.85694
740,685,0.0005012087523937225,121.19,8.81781,121.257,8.85694
753,700,0.0008632292971014976,121.257,8.81781,121.325,8.85694
754,685,0.00018464718014001846,121.257,8.83737,121.257,8.85694
754,700,0.00010373108088970184,121.257,8.83737,121.325,8.85694
766,711,0.0011745896190404892,121.325,8.81781,121.392,8.85694
767,699,0.0002579684369266033,121.325,8.83737,121.325,8.83737
767,700,9.071622043848038e-05,121.325,8.83737,121.325,8.85694
767,711,6.40268437564373e-05,121.325,8.83737,121.392,8.85694
776,710,8.253101259469985e-06,121.392,8.81781,121.392,8.83737
776,720,0.001438380964100361,121.392,8.81781,121.46,8.85694
777,710,0.0003373224288225174,121.392,8.83737,121.392,8.83737
777,711,0.00018647918477654457,121.392,8.83737,121.392,8.85694
785,719,0.00010583158582448958,121.46,8.81781,121.46,8.83737
785,727,0.001527760550379753,121.46,8.81781,121.52699999999999,8.85694
786,719,0.0003120487555861473,121.46,8.83737,121.46,8.83737
786,720,0.00029188105836510655,121.46,8.83737,121.46,8.85694
791,726,0.0002161533571779728,121.52699999999999,8.81781,121.52699999999999,8.83737
791,732,0.0014864453114569187,121.52699999999999,8.81781,121.595,8.85694
792,726,0.0002468227408826351,121.52699999999999,8.83737,121.52699999999999,8.83737
792,727,0.0003928410820662975,121.52699999999999,8.83737,121.52699999999999,8.85694
796,731,0.000324120931327343,121.595,8.81781,121.595,8.83737
796,737,0.0013180847279727459,121.595,8.81781,121.662,8.85694
797,731,0.00014890842139720915,121.595,8.83737,121.595,8.83737
797,732,0.00047634160146117207,121.595,8.83737,121.595,8.85694
801,736,0.00041480893269181247,121.662,8.81781,121.662,8.83737
801,741,0.0010484017431735993,121.662,8.81781,121.73,8.85694
802,736,3.208257257938385e-05,121.662,8.83737,121.662,8.83737
802,737,0.0005311952903866768,121.662,8.83737,121.662,8.85694
805,740,0.000389975868165493,121.73,8.81781,121.73,8.83737
805,741,8.749868720769882e-05,121.73,8.81781,121.73,8.85694
805,745,0.0007207629270851611,121.73,8.81781,121.797,8.85694
806,741,0.0004658994264900684,121.73,8.83737,121.73,8.85694
809,744,0.00031254244968295094,121.797,8.81781,121.797,8.83737
809,745,0.00019334368407726286,121.797,8.81781,121.797,8.85694
809,747,0.00038673598319292066,121.797,8.81781,121.86499999999998,8.85694
810,745,0.00035040685907006264,121.797,8.83737,121.797,8.85694
812,747,0.0002722067758440971,121.86499999999998,8.81781,121.86499999999998,8.85694
812,748,0.0003211118280887604,121.86499999999998,8.81781,121.93200000000002,8.85694
813,747,0.00023454101756215096,121.86499999999998,8.83737,121.86499999999998,8.85694
814,748,0.00022388705983757972,121.93200000000002,8.81781,121.93200000000002,8.85694
814,749,0.00011510364711284637,121.93200000000002,8.81781,122.0,8.85694
815,750,0.00031722374260425564,122.067,8.97435,122.13499999999999,9.01349
816,751,0.0004920652136206627,122.13499999999999,8.97435,122.202,9.01349
817,750,7.977839559316635e-05,122.13499999999999,8.99392,122.13499999999999,9.01349
817,752,0.00020620599389076233,122.13499999999999,8.99392,122.202,9.03305
818,754,0.000676234345883131,122.202,8.97435,122.27000000000001,9.01349
819,751,0.00010863533243536948,122.202,8.99392,122.202,9.01349
819,752,9.513767436146735e-05,122.202,8.99392,122.202,9.03305
819,755,0.00021250052377581595,122.202,8.99392,122.27000000000001,9.03305
820,756,0.0002988346852362156,122.202,9.07219,122.27000000000001,9.11133
821,754,6.823819130659103e-05,122.27000000000001,8.97435,122.27000000000001,9.01349
821,758,0.0007796315476298332,122.27000000000001,8.97435,122.337,9.01349
822,753,0.00026028910651803016,122.27000000000001,8.99392,122.27000000000001,8.99392
822,754,6.415536627173424e-05,122.27000000000001,8.99392,122.27000000000001,9.01349
822,755,0.00021482957527041435,122.27000000000001,8.99392,122.27000000000001,9.03305
823,756,0.0001879940740764141,122.27000000000001,9.07219,122.27000000000001,9.11133
823,761,0.000376009102910757,122.27000000000001,9.07219,122.337,9.11133
824,762,0.0002488676458597183,122.337,8.95478,122.405,8.99392
825,757,0.0003168532624840736,122.337,8.97435,122.337,8.99392
825,758,0.00012187594547867774,122.337,8.97435,122.337,9.01349
825,763,0.0005501255393028259,122.337,8.97435,122.405,9.01349
826,758,9.778635576367377e-05,122.337,8.99392,122.337,9.01349
826,759,0.0005381704308092594,122.337,8.99392,122.337,9.03305
827,760,0.000340741965919733,122.337,9.07219,122.337,9.09176
827,761,0.00043050209060311315,122.337,9.07219,122.337,9.11133
827,766,0.00010873395949602127,122.337,9.07219,122.405,9.11133
828,762,0.0001372070051729679,122.405,8.95478,122.405,8.99392
828,767,0.00016073193401098252,122.405,8.95478,122.472,8.99392
829,763,0.00029791463166475293,122.405,8.97435,122.405,9.01349
829,768,0.0007927995175123215,122.405,8.97435,122.472,9.01349
830,763,0.00030886391177773473,122.405,8.99392,122.405,9.01349
830,764,0.00038196947425603864,122.405,8.99392,122.405,9.03305
831,764,0.00023364918306469917,122.405,9.05262,122.405,9.03305
832,765,0.00046627409756183624,122.405,9.07219,122.405,9.09176
832,766,0.000740765780210495,122.405,9.07219,122.405,9.11133
833,767,0.0003133208490908146,122.472,8.95478,122.472,8.99392
833,772,5.276212468743324e-05,122.472,8.95478,122.54000000000002,8.99392
834,768,0.00014869049191474913,122.472,8.97435,122.472,9.01349
834,773,0.001006570179015398,122.472,8.97435,122.54000000000002,9.01349
835,768,0.0003332228399813175,122.472,8.99392,122.472,9.01349
835,769,0.0003630140796303749,122.472,8.99392,122.472,9.03305
836,769,0.0002860235050320625,122.472,9.05262,122.472,9.03305
837,770,0.0005780708044767379,122.472,9.07219,122.472,9.09176
837,771,0.0009170542471110821,122.472,9.07219,122.472,9.11133
838,771,0.00027086902409791943,122.472,9.09176,122.472,9.11133
839,772,0.00046043694019317624,122.54000000000002,8.95478,122.54000000000002,8.99392
840,772,7.350984960794448e-05,122.54000000000002,8.97435,122.54000000000002,8.99392
840,773,9.283795952796936e-06,122.54000000000002,8.97435,122.54000000000002,9.01349
840,778,0.0011101688258349895,122.54000000000002,8.97435,122.607,9.01349
841,773,0.00034023206681013104,122.54000000000002,8.99392,122.54000000000002,9.01349
841,774,0.0003127017058432102,122.54000000000002,8.99392,122.54000000000002,9.03305
842,774,0.00032251104712486265,122.54000000000002,9.05262,122.54000000000002,9.03305
843,775,0.00034189503639936447,122.54000000000002,9.07219,122.54000000000002,9.09176
843,776,0.0013545932248234748,122.54000000000002,9.07219,122.54000000000002,9.11133
844,775,0.0003159611485898495,122.54000000000002,9.09176,122.54000000000002,9.09176
845,777,0.0005821933038532733,122.607,8.95478,122.607,8.99392
846,778,0.00011144578456878662,122.607,8.97435,122.607,9.01349
846,783,0.0011078911833465098,122.607,8.97435,122.674,9.01349
847,777,0.0001417410559952259,122.607,8.99392,122.607,8.99392
847,778,0.0001876646652817726,122.607,8.99392,122.607,9.01349
847,779,0.00024124765768647192,122.607,8.99392,122.607,9.03305
848,779,0.00033734282478690145,122.607,9.05262,122.607,9.03305
849,780,0.000353471003472805,122.607,9.07219,122.607,9.09176
849,781,0.0014231281355023384,122.607,9.07219,122.607,9.11133
850,780,0.00033873198553919793,122.607,9.09176,122.607,9.09176
851,782,0.0005093970336019993,122.674,8.95478,122.674,8.99392
851,788,0.00021443143486976624,122.674,8.95478,122.742,8.99392
852,782,0.0003673913888633251,122.674,8.97435,122.674,8.99392
852,783,3.438787534832954e-05,122.674,8.97435,122.674,9.01349
852,789,0.0008443135768175124,122.674,8.97435,122.742,9.01349
853,783,0.0003018105402588844,122.674,8.99392,122.674,9.01349
853,784,0.00016456637531518935,122.674,8.99392,122.674,9.03305
